ts_code,name,industry,list_date,market
603299.SH,苏盐井神,食品,20151231,主板
603026.SH,石大胜华,化工原料,20150529,主板
002825.SZ,纳尔股份,化工原料,20161129,主板
300525.SZ,博思软件,软件服务,20160726,创业板
300545.SZ,联得装备,专用机械,20160928,创业板
300543.SZ,朗科智能,元器件,20160908,创业板
300531.SZ,优博讯,IT设备,20160809,创业板
300570.SZ,太辰光,通信设备,20161206,创业板
600977.SH,中国电影,影视音像,20160809,主板
603300.SH,海南华铁,多元金融,20150529,主板
603598.SH,引力传媒,互联网,20150527,主板
603019.SH,中科曙光,IT设备,20141106,主板
603689.SH,皖天然气,供气供热,20170110,主板
603519.SH,立霸股份,家用电器,20150319,主板
002785.SZ,万里石,其他建材,20151223,主板
603067.SH,振华股份,化工原料,20160913,主板
300665.SZ,飞鹿股份,染料涂料,20170613,创业板
300573.SZ,兴齐眼药,化学制药,20161208,创业板
300428.SZ,立中集团,汽车配件,20150319,创业板
603601.SH,再升科技,玻璃,20150122,主板
002835.SZ,同为股份,IT设备,20161228,主板
601878.SH,浙商证券,证券,20170626,主板
603682.SH,锦和商管,房产服务,20200421,主板
603886.SH,元祖股份,食品,20161228,主板
603858.SH,步长制药,中成药,20161118,主板
002736.SZ,国信证券,证券,20141229,主板
603345.SH,安井食品,食品,20170222,主板
300426.SZ,华智数媒,影视音像,20150217,创业板
002765.SZ,蓝黛科技,元器件,20150612,主板
002810.SZ,山东赫达,化工原料,20160826,主板
300434.SZ,金石亚药,化学制药,20150424,创业板
300539.SZ,横河精密,塑料,20160830,创业板
300488.SZ,恒锋工具,机械基件,20150701,创业板
603808.SH,歌力思,服饰,20150422,主板
603737.SH,三棵树,染料涂料,20160603,主板
603778.SH,国晟科技,电气设备,20151231,主板
300439.SZ,美康生物,医疗保健,20150422,创业板
603223.SH,恒通股份,公路,20150630,主板
603016.SH,新宏泰,电气设备,20160701,主板
300450.SZ,先导智能,专用机械,20150518,创业板
300502.SZ,新易盛,通信设备,20160303,创业板
300446.SZ,航天智造,汽车配件,20150423,创业板
603628.SH,清源股份,电气设备,20170112,主板
300427.SZ,红相股份,电气设备,20150217,创业板
300493.SZ,润欣科技,元器件,20151210,创业板
300459.SZ,汤姆猫,互联网,20150515,创业板
300487.SZ,蓝晓科技,化工原料,20150702,创业板
300457.SZ,赢合科技,专用机械,20150514,创业板
603968.SH,醋化股份,化工原料,20150518,主板
300548.SZ,长芯博创,通信设备,20161012,创业板
300451.SZ,创业慧康,软件服务,20150514,创业板
300564.SZ,筑博设计,建筑工程,20191108,创业板
300560.SZ,中富通,通信设备,20161101,创业板
300550.SZ,和仁科技,软件服务,20161018,创业板
300394.SZ,天孚通信,通信设备,20150217,创业板
300938.SZ,信测标准,电器仪表,20210127,创业板
300556.SZ,丝路视觉,软件服务,20161104,创业板
300538.SZ,同益股份,塑料,20160826,创业板
300551.SZ,古鳌科技,软件服务,20161018,创业板
300569.SZ,天能重工,电气设备,20161125,创业板
300631.SZ,久吾高科,环境保护,20170323,创业板
300515.SZ,三德科技,电器仪表,20160608,创业板
300553.SZ,集智股份,电器仪表,20161021,创业板
300847.SZ,中船汉光,化工原料,20200709,创业板
300540.SZ,蜀道装备,专用机械,20160823,创业板
300558.SZ,贝达药业,化学制药,20161107,创业板
300541.SZ,先进数通,软件服务,20160913,创业板
601858.SH,中国科传,出版业,20170118,主板
603239.SH,浙江仙通,汽车配件,20161230,主板
603186.SH,XD华正新,元器件,20170103,主板
603716.SH,塞力医疗,医药商业,20161031,主板
603888.SH,新华网,互联网,20161028,主板
603416.SH,信捷电气,电器仪表,20161221,主板
603633.SH,徕木股份,汽车配件,20161117,主板
603098.SH,森特股份,装修装饰,20161216,主板
603669.SH,灵康药业,化学制药,20150528,主板
601163.SH,三角轮胎,汽车配件,20160909,主板
603505.SH,金石资源,化工原料,20170503,主板
603708.SH,家家悦,超市连锁,20161213,主板
002865.SZ,钧达股份,电气设备,20170425,主板
002836.SZ,新宏泽,广告包装,20161229,主板
002842.SZ,翔鹭钨业,小金属,20170119,主板
002824.SZ,和胜股份,铝,20170112,主板
603983.SH,丸美生物,日用化工,20190725,主板
603203.SH,快克智能,专用机械,20161108,主板
603035.SH,常熟汽饰,汽车配件,20170105,主板
603727.SH,博迈科,石油开采,20161122,主板
300458.SZ,全志科技,半导体,20150515,创业板
300413.SZ,芒果超媒,影视音像,20150121,创业板
300481.SZ,濮阳惠成,化工原料,20150630,创业板
300408.SZ,三环集团,元器件,20141203,创业板
600908.SH,无锡银行,银行,20160923,主板
002839.SZ,张家港行,银行,20170124,主板
601229.SH,上海银行,银行,20161116,主板
603323.SH,苏农银行,银行,20161129,主板
600919.SH,江苏银行,银行,20160802,主板
002807.SZ,江阴银行,银行,20160902,主板
601128.SH,常熟银行,银行,20160930,主板
601997.SH,贵阳银行,银行,20160816,主板
600926.SH,杭州银行,银行,20161027,主板
601838.SH,成都银行,银行,20180131,主板
603322.SH,超讯通信,通信设备,20160728,主板
300582.SZ,英飞特,元器件,20161228,创业板
300557.SZ,理工光科,电器仪表,20161101,创业板
603336.SH,宏辉果蔬,农业综合,20161124,主板
300623.SZ,捷捷微电,半导体,20170314,创业板
002840.SZ,华统股份,食品,20170110,主板
601881.SH,中国银河,证券,20170123,主板
603797.SH,联泰环保,环境保护,20170413,主板
300563.SZ,神宇股份,通信设备,20161114,创业板
300624.SZ,万兴科技,软件服务,20180118,创业板
002833.SZ,弘亚数控,专用机械,20161228,主板
300657.SZ,弘信电子,元器件,20170523,创业板
300562.SZ,乐心医疗,医疗保健,20161116,创业板
300565.SZ,科信技术,通信设备,20161122,创业板
603585.SH,苏利股份,农药化肥,20161214,主板
002831.SZ,裕同科技,广告包装,20161216,主板
002845.SZ,同兴达,元器件,20170125,主板
603990.SH,麦迪科技,软件服务,20161208,主板
603577.SH,汇金通,电气设备,20161222,主板
603298.SH,杭叉集团,工程机械,20161227,主板
603668.SH,天马科技,饲料,20170117,主板
603966.SH,法兰泰克,专用机械,20170125,主板
300587.SZ,天铁科技,橡胶,20170105,创业板
300575.SZ,中旗股份,农药化肥,20161220,创业板
300504.SZ,天邑股份,通信设备,20180330,创业板
603833.SH,欧派家居,家居用品,20170328,主板
002837.SZ,英维克,专用机械,20161229,主板
300686.SZ,智动力,元器件,20170804,创业板
300566.SZ,激智科技,元器件,20161115,创业板
300567.SZ,精测电子,电器仪表,20161122,创业板
002857.SZ,三晖电气,电器仪表,20170323,主板
002841.SZ,视源股份,元器件,20170119,主板
603637.SH,镇海股份,建筑工程,20170208,主板
603877.SH,太平鸟,服饰,20170109,主板
603928.SH,兴业股份,化工原料,20161212,主板
603086.SH,先达股份,农药化肥,20170511,主板
603218.SH,日月股份,电气设备,20161228,主板
603823.SH,百合花,染料涂料,20161220,主板
603228.SH,景旺电子,元器件,20170106,主板
002960.SZ,青鸟智控,专用机械,20190809,主板
300615.SZ,欣天科技,通信设备,20170215,创业板
603638.SH,艾迪精密,专用机械,20170120,主板
603579.SH,荣泰健康,家用电器,20170111,主板
603677.SH,奇精机械,家用电器,20170206,主板
002858.SZ,力盛体育,文教休闲,20170324,主板
603177.SH,德创环保,环境保护,20170207,主板
603538.SH,美诺华,化学制药,20170407,主板
601020.SH,华钰矿业,铅锌,20160316,主板
300682.SZ,朗新科技,软件服务,20170801,创业板
603039.SH,泛微网络,软件服务,20170113,主板
603037.SH,凯众股份,汽车配件,20170120,主板
603811.SH,诚意药业,化学制药,20170315,主板
601375.SH,中原证券,证券,20170103,主板
603881.SH,数据港,软件服务,20170208,主板
603626.SH,科森科技,元器件,20170209,主板
002850.SZ,科达利,电气设备,20170302,主板
002861.SZ,瀛通通讯,元器件,20170413,主板
300606.SZ,金太阳,机械基件,20170208,创业板
300619.SZ,金银河,专用机械,20170301,创业板
603303.SH,得邦照明,家用电器,20170330,主板
601228.SH,广州港,港口,20170329,主板
300580.SZ,贝斯特,汽车配件,20170111,创业板
603358.SH,华达科技,汽车配件,20170125,主板
603038.SH,华立股份,家居用品,20170116,主板
603040.SH,新坐标,汽车配件,20170209,主板
300578.SZ,会畅科技,通信设备,20170125,创业板
300571.SZ,平治信息,互联网,20161213,创业板
300598.SZ,诚迈科技,软件服务,20170120,创业板
002867.SZ,周大生,服饰,20170427,主板
603165.SH,荣晟环保,造纸,20170117,主板
603839.SH,安正时尚,服饰,20170214,主板
603360.SH,百傲化学,农药化肥,20170206,主板
002953.SZ,日丰股份,电气设备,20190509,主板
002855.SZ,捷荣技术,元器件,20170321,主板
603208.SH,江山欧派,家居用品,20170210,主板
603032.SH,德新科技,专用机械,20170105,主板
603908.SH,牧高笛,纺织,20170307,主板
300597.SZ,吉大通信,通信设备,20170123,创业板
603665.SH,康隆达,服饰,20170313,主板
300987.SZ,川网传媒,互联网,20210511,创业板
300581.SZ,晨曦航空,航空,20161220,创业板
300576.SZ,容大感光,染料涂料,20161220,创业板
300684.SZ,中石科技,元器件,20171227,创业板
000166.SZ,申万宏源,证券,20150126,主板
603089.SH,正裕工业,汽车配件,20170126,主板
002846.SZ,英联股份,广告包装,20170207,主板
002847.SZ,盐津铺子,食品,20170208,主板
300592.SZ,华凯易佰,互联网,20170120,创业板
603817.SH,海峡环保,环境保护,20170220,主板
300678.SZ,中科信息,软件服务,20170728,创业板
603217.SH,元利科技,化工原料,20190620,主板
603337.SH,杰克科技,纺织机械,20170119,主板
300568.SZ,星源材质,化工原料,20161201,创业板
603238.SH,诺邦股份,纺织,20170222,主板
002853.SZ,皮阿诺,家居用品,20170310,主板
603330.SH,天洋新材,塑料,20170213,主板
603615.SH,茶花股份,家居用品,20170213,主板
603656.SH,泰禾智能,专用机械,20170321,主板
300617.SZ,安靠智电,电气设备,20170228,创业板
002849.SZ,威星智能,电器仪表,20170217,主板
600996.SH,贵广网络,影视音像,20161226,主板
603393.SH,新天然气,供气供热,20160912,主板
603630.SH,拉芳家化,日用化工,20170313,主板
603955.SH,大千生态,建筑工程,20170310,主板
300865.SZ,大宏立,专用机械,20200824,创业板
603138.SH,海量数据,软件服务,20170306,主板
603960.SH,克来机电,汽车配件,20170314,主板
603896.SH,寿仙谷,中成药,20170510,主板
002852.SZ,道道全,食品,20170310,主板
300659.SZ,中孚信息,IT设备,20170526,创业板
603903.SH,中持股份,环境保护,20170314,主板
603991.SH,至正股份,半导体,20170308,主板
603768.SH,常青股份,汽车配件,20170324,主板
300647.SZ,超频三,化工原料,20170503,创业板
603385.SH,惠达卫浴,家居用品,20170405,主板
002875.SZ,安奈儿,服饰,20170601,主板
603178.SH,圣龙股份,汽车配件,20170328,主板
002774.SZ,快意电梯,运输设备,20170324,主板
003002.SZ,壶化股份,化工原料,20200922,主板
603078.SH,江化微,半导体,20170410,主板
603396.SH,金辰股份,专用机械,20171018,主板
002961.SZ,瑞达期货,多元金融,20190905,主板
300867.SZ,圣元环保,环境保护,20200824,创业板
300800.SZ,力合科技,环境保护,20191106,创业板
603787.SH,新日股份,摩托车,20170427,主板
603179.SH,新泉股份,汽车配件,20170317,主板
601952.SH,苏垦农发,种植业,20170515,主板
603920.SH,世运电路,元器件,20170426,主板
300593.SZ,新雷能,电气设备,20170113,创业板
300577.SZ,开润股份,纺织,20161221,创业板
603096.SH,新经典,出版业,20170425,主板
603803.SH,瑞斯康达,通信设备,20170420,主板
002862.SZ,实丰文化,文教休闲,20170411,主板
603758.SH,秦安股份,汽车配件,20170517,主板
603050.SH,科林电气,电气设备,20170414,主板
002906.SZ,华阳集团,汽车配件,20171013,主板
300958.SZ,建工修复,环境保护,20210329,创业板
300756.SZ,金马游乐,专用机械,20181228,创业板
002878.SZ,元隆雅图,广告包装,20170606,主板
300787.SZ,海能实业,元器件,20190815,创业板
603906.SH,龙蟠科技,电气设备,20170410,主板
603180.SH,金牌家居,家居用品,20170512,主板
603041.SH,美思德,化工原料,20170330,主板
603536.SH,惠发食品,食品,20170613,主板
603113.SH,金能科技,化工原料,20170511,主板
300629.SZ,新劲刚,元器件,20170324,创业板
300583.SZ,赛托生物,化学制药,20170106,创业板
002882.SZ,金龙羽,电气设备,20170717,主板
002868.SZ,绿康生化,农业综合,20170503,主板
603680.SH,今创集团,运输设备,20180227,主板
603232.SH,格尔软件,软件服务,20170421,主板
003020.SZ,立方制药,化学制药,20201215,主板
603269.SH,海鸥股份,机械基件,20170517,主板
603229.SH,奥翔药业,化学制药,20170509,主板
603826.SH,坤彩科技,染料涂料,20170414,主板
002859.SZ,洁美科技,元器件,20170407,主板
603058.SH,永吉股份,广告包装,20161223,主板
603855.SH,华荣股份,专用机械,20170524,主板
603127.SH,昭衍新药,医疗保健,20170825,主板
002870.SZ,香山股份,汽车配件,20170515,主板
300589.SZ,江龙船艇,船舶,20170113,创业板
300601.SZ,康泰生物,生物制药,20170207,创业板
002902.SZ,铭普光磁,通信设备,20170929,主板
300585.SZ,奥联电子,汽车配件,20161229,创业板
603926.SH,铁流股份,汽车配件,20170510,主板
002860.SZ,星帅尔,家用电器,20170412,主板
603501.SH,豪威集团,半导体,20170504,主板
603200.SH,上海洗霸,环境保护,20170601,主板
300612.SZ,宣亚国际,广告包装,20170215,创业板
603586.SH,XD金麒麟,汽车配件,20170406,主板
300868.SZ,杰美特,元器件,20200824,创业板
300945.SZ,曼卡龙,服饰,20210210,创业板
603139.SH,康惠股份,中成药,20170421,主板
002926.SZ,华西证券,证券,20180205,主板
603776.SH,永安行,公共交通,20170817,主板
603496.SH,恒为科技,IT设备,20170607,主板
002871.SZ,伟隆股份,机械基件,20170511,主板
603728.SH,鸣志电器,电气设备,20170509,主板
002869.SZ,金溢科技,通信设备,20170515,主板
300588.SZ,熙菱信息,IT设备,20170105,创业板
300590.SZ,移为通信,通信设备,20170111,创业板
300613.SZ,富瀚微,半导体,20170220,创业板
300618.SZ,寒锐钴业,小金属,20170306,创业板
300616.SZ,尚品宅配,家居用品,20170307,创业板
002876.SZ,三利谱,元器件,20170525,主板
603717.SH,天域生物,农业综合,20170327,主板
603879.SH,永悦科技,化工原料,20170614,主板
603081.SH,大丰实业,专用机械,20170420,主板
002863.SZ,今飞凯达,汽车配件,20170418,主板
300645.SZ,正元智慧,软件服务,20170421,创业板
300610.SZ,晨化股份,化工原料,20170213,创业板
300675.SZ,建科院,建筑工程,20170719,创业板
300638.SZ,广和通,通信设备,20170413,创业板
300602.SZ,飞荣达,元器件,20170126,创业板
300996.SZ,普联软件,软件服务,20210603,创业板
300595.SZ,欧普康视,医疗保健,20170117,创业板
003025.SZ,思进智能,机床制造,20201211,主板
300584.SZ,海辰药业,化学制药,20170112,创业板
300599.SZ,雄塑科技,塑料,20170123,创业板
603335.SH,迪生力,汽车配件,20170620,主板
300605.SZ,恒锋信息,软件服务,20170208,创业板
300591.SZ,万里马,服饰,20170110,创业板
300639.SZ,凯普生物,医疗保健,20170412,创业板
300608.SZ,思特奇,软件服务,20170213,创业板
603316.SH,诚邦股份,建筑工程,20170619,主板
301098.SZ,金埔园林,建筑工程,20211112,创业板
603331.SH,百达精工,专用机械,20170705,主板
603856.SH,东宏股份,塑料,20171106,主板
603488.SH,展鹏科技,运输设备,20170516,主板
603679.SH,华体科技,电气设备,20170621,主板
002965.SZ,祥鑫科技,汽车配件,20191025,主板
601121.SH,宝地矿业,普钢,20230310,主板
300498.SZ,温氏股份,农业综合,20151102,创业板
603357.SH,设计总院,建筑工程,20170801,主板
002866.SZ,传艺科技,IT设备,20170426,主板
603093.SH,南华期货,多元金融,20190830,主板
603970.SH,中农立华,农药化肥,20171116,主板
002935.SZ,天奥电子,航空,20180903,主板
002877.SZ,智能自控,机械基件,20170605,主板
002900.SZ,哈三联,化学制药,20170922,主板
002880.SZ,卫光生物,生物制药,20170616,主板
603063.SH,禾望电气,电气设备,20170728,主板
605303.SH,园林股份,建筑工程,20210301,主板
002886.SZ,沃特股份,塑料,20170627,主板
603387.SH,基蛋生物,医疗保健,20170717,主板
002879.SZ,长缆科技,电气设备,20170707,主板
603196.SH,璞源材料,服饰,20170531,主板
603978.SH,深圳新星,小金属,20170807,主板
601108.SH,财通证券,证券,20171024,主板
001332.SZ,锡装股份,专用机械,20220920,主板
603042.SH,华脉科技,通信设备,20170602,主板
603587.SH,地素时尚,服饰,20180622,主板
002893.SZ,京能热力,供气供热,20170915,主板
603725.SH,天安新材,塑料,20170906,主板
603985.SH,恒润股份,电气设备,20170505,主板
603619.SH,中曼石油,石油开采,20171117,主板
603938.SH,三孚股份,化工原料,20170628,主板
603711.SH,香飘飘,软饮料,20171130,主板
603880.SH,南卫股份,医疗保健,20170807,主板
002884.SZ,凌霄泵业,机械基件,20170711,主板
603767.SH,中马传动,汽车配件,20170613,主板
603079.SH,圣达生物,食品,20170823,主板
300622.SZ,博士眼镜,其他商业,20170315,创业板
300611.SZ,美力科技,汽车配件,20170220,创业板
300609.SZ,汇纳科技,软件服务,20170215,创业板
300767.SZ,震安科技,橡胶,20190329,创业板
300708.SZ,聚灿光电,半导体,20171016,创业板
300625.SZ,三雄极光,家用电器,20170317,创业板
300621.SZ,维业股份,装修装饰,20170316,创业板
301208.SZ,中亦科技,软件服务,20220707,创业板
300661.SZ,圣邦股份,半导体,20170606,创业板
300627.SZ,华测导航,通信设备,20170321,创业板
300626.SZ,华瑞股份,电气设备,20170320,创业板
300620.SZ,光库科技,通信设备,20170310,创业板
300633.SZ,开立医疗,医疗保健,20170406,创业板
300628.SZ,亿联网络,通信设备,20170317,创业板
300701.SZ,森霸传感,元器件,20170915,创业板
300908.SZ,仲景食品,食品,20201123,创业板
300695.SZ,兆丰股份,汽车配件,20170908,创业板
300637.SZ,扬帆新材,化工原料,20170412,创业板
300603.SZ,立昂技术,通信设备,20170126,创业板
300635.SZ,中达安,建筑工程,20170331,创业板
300699.SZ,光威复材,化纤,20170901,创业板
301286.SZ,侨源股份,化工原料,20220614,创业板
300636.SZ,同和药业,化学制药,20170331,创业板
300662.SZ,科锐国际,文教休闲,20170608,创业板
300670.SZ,大烨智能,电气设备,20170703,创业板
300663.SZ,科蓝软件,软件服务,20170608,创业板
300700.SZ,岱勒新材,矿物制品,20170912,创业板
601155.SH,新城控股,区域地产,20151204,主板
603055.SH,台华新材,纺织,20170921,主板
300801.SZ,泰和科技,化工原料,20191128,创业板
603535.SH,嘉诚国际,仓储物流,20170808,主板
603233.SH,大参林,医药商业,20170731,主板
300652.SZ,雷迪克,汽车配件,20170516,创业板
300648.SZ,星云股份,电气设备,20170425,创业板
300953.SZ,震裕科技,电气设备,20210318,创业板
300685.SZ,艾德生物,医疗保健,20170802,创业板
301153.SZ,中科江南,软件服务,20220518,创业板
601019.SH,山东出版,出版业,20171122,主板
603289.SH,泰瑞机器,专用机械,20171031,主板
300643.SZ,万通智控,汽车配件,20170505,创业板
300837.SZ,浙矿股份,专用机械,20200605,创业板
300514.SZ,友讯达,电器仪表,20170426,创业板
300650.SZ,太龙股份,元器件,20170503,创业板
300653.SZ,正海生物,医疗保健,20170516,创业板
300676.SZ,华大基因,医疗保健,20170714,创业板
603110.SH,东方材料,染料涂料,20171013,主板
603226.SH,菲林格尔,家居用品,20170615,主板
300963.SZ,中洲特材,小金属,20210409,创业板
603648.SH,畅联股份,仓储物流,20170913,主板
603916.SH,苏博特,化工原料,20171110,主板
603683.SH,晶华新材,化工原料,20171020,主板
603933.SH,睿能科技,元器件,20170706,主板
002887.SZ,绿茵生态,环境保护,20170801,主板
300690.SZ,双一科技,电气设备,20170808,创业板
300641.SZ,正丹股份,化工原料,20170418,创业板
300680.SZ,隆盛科技,汽车配件,20170725,创业板
300604.SZ,长川科技,半导体,20170417,创业板
300642.SZ,透景生命,医疗保健,20170421,创业板
300658.SZ,延江股份,纺织,20170602,创业板
300651.SZ,金陵体育,文教休闲,20170509,创业板
300649.SZ,杭州园林,建筑工程,20170505,创业板
300554.SZ,三超新材,矿物制品,20170421,创业板
300929.SZ,华骐环保,环境保护,20210120,创业板
300703.SZ,创源股份,文教休闲,20170919,创业板
002909.SZ,集泰股份,化工原料,20171026,主板
603286.SH,日盈电子,汽车配件,20170627,主板
603329.SH,上海雅仕,仓储物流,20171229,主板
603809.SH,豪能股份,汽车配件,20171128,主板
601162.SH,天风证券,证券,20181019,主板
001979.SZ,招商蛇口,全国地产,20151230,主板
300666.SZ,江丰电子,半导体,20170615,创业板
300660.SZ,江苏雷利,电气设备,20170602,创业板
300667.SZ,必创科技,电器仪表,20170619,创业板
300655.SZ,晶瑞电材,半导体,20170523,创业板
603757.SH,大元泵业,机械基件,20170711,主板
002827.SZ,高争民爆,化工原料,20161209,主板
603326.SH,我乐家居,家居用品,20170616,主板
603980.SH,吉华集团,染料涂料,20170615,主板
603458.SH,勘设股份,建筑工程,20170809,主板
603260.SH,合盛硅业,化工原料,20171030,主板
601619.SH,嘉泽新能,新型电力,20170720,主板
002890.SZ,弘宇股份,农用机械,20170802,主板
601949.SH,中国出版,出版业,20170821,主板
603617.SH,君禾股份,机械基件,20170703,主板
003006.SZ,百亚股份,造纸,20200921,主板
603882.SH,金域医学,医疗保健,20170908,主板
002826.SZ,易明医药,化学制药,20161209,主板
300817.SZ,双飞集团,机械基件,20200218,创业板
300656.SZ,民德电子,IT设备,20170519,创业板
603136.SH,天目湖,旅游景点,20170927,主板
300671.SZ,富满微,半导体,20170705,创业板
300791.SZ,仙乐健康,医疗保健,20190925,创业板
603801.SH,志邦家居,家居用品,20170630,主板
002888.SZ,惠威科技,元器件,20170721,主板
300888.SZ,稳健医疗,医疗保健,20200917,创业板
002885.SZ,京泉华,元器件,20170627,主板
603707.SH,健友股份,生物制药,20170719,主板
600918.SH,中泰证券,证券,20200603,主板
300693.SZ,盛弘股份,电气设备,20170822,创业板
300640.SZ,德艺文创,家居用品,20170417,创业板
300761.SZ,立华股份,农业综合,20190218,创业板
300706.SZ,阿石创,元器件,20170926,创业板
603380.SH,易德龙,元器件,20170622,主板
002881.SZ,美格智能,元器件,20170622,主板
603305.SH,旭升集团,汽车配件,20170710,主板
300681.SZ,英搏尔,汽车配件,20170725,创业板
603129.SH,春风动力,摩托车,20170818,主板
300688.SZ,创业黑马,文教休闲,20170810,创业板
300677.SZ,英科医疗,医疗保健,20170721,创业板
300712.SZ,永福股份,建筑工程,20171031,创业板
002891.SZ,中宠股份,饲料,20170821,主板
603365.SH,水星家纺,纺织,20171120,主板
603106.SH,恒银科技,IT设备,20170920,主板
300668.SZ,杰恩股份,装修装饰,20170619,创业板
301503.SZ,智迪科技,IT设备,20230717,创业板
300691.SZ,联合光电,元器件,20170811,创业板
300672.SZ,国科微,半导体,20170712,创业板
300669.SZ,沪宁股份,运输设备,20170629,创业板
600901.SH,江苏金租,多元金融,20180301,主板
002897.SZ,意华股份,元器件,20170907,主板
603500.SH,祥和实业,运输设备,20170904,主板
002895.SZ,川恒股份,化工原料,20170825,主板
002901.SZ,大博医疗,医疗保健,20170922,主板
603976.SH,正川股份,医疗保健,20170822,主板
300683.SZ,海特生物,生物制药,20170808,创业板
001218.SZ,丽臣实业,化工原料,20211015,主板
603386.SH,骏亚科技,元器件,20170912,主板
603605.SH,珀莱雅,日用化工,20171115,主板
603183.SH,建研院,建筑工程,20170905,主板
603363.SH,傲农生物,饲料,20170926,主板
603181.SH,皇马科技,化工原料,20170824,主板
603321.SH,梅轮电梯,运输设备,20170915,主板
300687.SZ,赛意信息,软件服务,20170803,创业板
603076.SH,乐惠国际,专用机械,20171113,主板
300679.SZ,电连技术,元器件,20170731,创业板
603083.SH,剑桥科技,通信设备,20171110,主板
605151.SH,西上海,汽车配件,20201215,主板
002892.SZ,科力尔,电气设备,20170817,主板
002920.SZ,德赛西威,汽车配件,20171226,主板
603087.SH,甘李药业,生物制药,20200629,主板
603499.SH,翔港科技,广告包装,20171016,主板
300723.SZ,一品红,化学制药,20171116,创业板
603659.SH,璞泰来,化工原料,20171103,主板
603283.SH,赛腾股份,专用机械,20171225,主板
603533.SH,掌阅科技,互联网,20170921,主板
300689.SZ,澄天伟业,通信设备,20170809,创业板
600025.SH,华能水电,水力发电,20171215,主板
002970.SZ,锐明技术,IT设备,20191217,主板
002918.SZ,蒙娜丽莎,陶瓷,20171219,主板
003033.SZ,征和工业,汽车配件,20210111,主板
301428.SZ,世纪恒通,互联网,20230519,创业板
603967.SH,中创物流,仓储物流,20190429,主板
603103.SH,横店影视,影视音像,20171012,主板
603709.SH,中源家居,家居用品,20180208,主板
003036.SZ,泰坦股份,纺织机械,20210128,主板
605108.SH,同庆楼,酒店餐饮,20200716,主板
601330.SH,绿色动力,环境保护,20180611,主板
002919.SZ,名臣健康,互联网,20171218,主板
601068.SH,中铝国际,建筑工程,20180831,主板
605296.SH,神农集团,农业综合,20210528,主板
002921.SZ,联诚精密,汽车配件,20171227,主板
603917.SH,合力科技,汽车配件,20171204,主板
002903.SZ,宇环数控,机床制造,20171013,主板
002899.SZ,英派斯,文教休闲,20170915,主板
603214.SH,爱婴室,百货,20180330,主板
002896.SZ,中大力德,机械基件,20170829,主板
603507.SH,振江股份,电气设备,20171106,主板
603392.SH,万泰生物,生物制药,20200429,主板
300720.SZ,海川智能,电器仪表,20171106,创业板
300696.SZ,爱乐达,航空,20170822,创业板
300697.SZ,电工合金,铜,20170907,创业板
301333.SZ,诺思格,医疗保健,20220802,创业板
300717.SZ,华信新材,塑料,20171106,创业板
300713.SZ,英可瑞,电气设备,20171101,创业板
300692.SZ,中赋科技,环境保护,20170821,创业板
300743.SZ,天地数码,IT设备,20180427,创业板
300949.SZ,奥雅股份,建筑工程,20210226,创业板
300878.SZ,维康药业,中成药,20200824,创业板
301026.SZ,浩通科技,小金属,20210716,创业板
300709.SZ,精研科技,元器件,20171019,创业板
300730.SZ,科创信息,软件服务,20171205,创业板
603893.SH,瑞芯微,半导体,20200207,主板
605006.SH,山东玻纤,玻璃,20200903,主板
600968.SH,海油发展,石油开采,20190626,主板
300886.SZ,华业香料,化工原料,20200916,创业板
603655.SH,朗博科技,汽车配件,20171229,主板
002908.SZ,德生科技,软件服务,20171020,主板
603829.SH,洛凯股份,电气设备,20171017,主板
603466.SH,风语筑,文教休闲,20171020,主板
002912.SZ,中新赛克,IT设备,20171121,主板
603506.SH,南都物业,房产服务,20180201,主板
001227.SZ,兰州银行,银行,20220117,主板
002907.SZ,华森制药,中成药,20171020,主板
002922.SZ,伊戈尔,电气设备,20171229,主板
300702.SZ,天宇股份,化学制药,20170919,创业板
603895.SH,天永智能,专用机械,20180122,主板
605136.SH,丽人丽妆,其他商业,20200929,主板
603912.SH,佳力图,专用机械,20171101,主板
002999.SZ,天禾股份,批发业,20200903,主板
300769.SZ,德方纳米,化工原料,20190415,创业板
002915.SZ,中欣氟材,化工原料,20171205,主板
002939.SZ,长城证券,证券,20181026,主板
300719.SZ,安达维尔,航空,20171109,创业板
002913.SZ,奥士康,元器件,20171201,主板
002925.SZ,盈趣科技,元器件,20180115,主板
002945.SZ,华林证券,证券,20190117,主板
603848.SH,好太太,家居用品,20171201,主板
300726.SZ,宏达电子,元器件,20171121,创业板
300707.SZ,威唐工业,汽车配件,20171010,创业板
300827.SZ,上能电气,电气设备,20200410,创业板
002958.SZ,青农商行,银行,20190326,主板
300777.SZ,中简科技,化纤,20190516,创业板
603607.SH,京华激光,造纸,20171025,主板
601528.SH,瑞丰银行,银行,20210625,主板
603685.SH,晨丰科技,电气设备,20171127,主板
603661.SH,恒林股份,家居用品,20171121,主板
603356.SH,华菱精工,运输设备,20180124,主板
603676.SH,卫信康,化学制药,20170721,主板
002966.SZ,苏州银行,银行,20190802,主板
300674.SZ,宇信科技,软件服务,20181107,创业板
601860.SH,紫金银行,银行,20190103,主板
002910.SZ,庄园牧场,乳制品,20171031,主板
300607.SZ,拓斯达,专用机械,20170209,创业板
603578.SH,三星新材,家用电器,20170306,主板
